Temperatura_Max (°C),Temperatura_Min (°C),Precipitación (mm),Humedad_Relativa (%),Velocidad_Viento (km/h),Radiación_Solar (MJ/m²),pH_Suelo,Nitrógeno_Suelo (ppm),Fósforo_Suelo (ppm),Potasio_Suelo (ppm),Altura_Planta (cm)
15.551171159140777,8.883538572976832,56.28485763677272,39.36256064927328,10.597213627506536,10.312130973683267,5.514743013449363,51.924723008261296,96.49439622277583,245.7557608738509,126.47724201462887
21.028435577218097,20.807449845950043,1.8415960829222033,77.05955365146583,11.72859982866559,11.347115140870896,7.714129819345924,96.6073691695795,91.45473707600488,107.37697297750297,131.42987264738792
21.584956858982316,15.644339543028622,14.22706583691744,31.106885529308258,8.962641056315526,7.006973332507469,6.545676910567186,94.68864696573438,31.71647245965824,113.86451214205934,60.95452940744914
28.418967768466974,8.931698998630058,62.684282448811146,45.53353505126714,12.059113371427348,10.833609134397847,6.522194587822508,105.18292942635978,94.55477430903379,147.95990141678556,11.90088567135083
24.240987699939858,12.730848288820118,29.04624158502592,75.72787525931294,6.342789771457888,18.642059771338456,6.5534968322374105,173.99801597903598,80.85282780405689,223.34565772809262,93.0312453114673
28.465685943422322,7.550080162759905,6.0106024413136065,39.40778880184486,1.235172130059936,9.464968841137134,6.120030946969683,172.6193042217767,9.577453225940602,10.458704286546517,46.83613628685773
33.66385811960566,6.315888002437358,24.046640554774434,84.9343277035791,5.105373793226587,18.584918007023692,6.542665626339268,176.3011710777139,82.1394182197238,165.3744354151004,100.61969401323313
34.26174345474206,13.57997781715489,60.525652482395905,33.179562734385904,2.7264842490178824,5.948623938263262,7.76273708205456,102.9747783574551,22.164026539193504,289.89840975594416,82.3443869184039
30.78283453674475,13.036019671288685,75.66421624047948,87.51265001813843,1.6729357509140956,3.4193767423609134,5.500386466785902,18.73331711604045,62.224157217881015,99.622264487797,75.74384963427063
25.055390794680257,18.348177232805227,81.58587838381551,66.85466784844013,3.4483786903518663,12.654320391824445,5.764232573106906,80.21421552257111,77.1051011939805,146.46211713981867,36.662744697338
15.230500411393413,13.195215490670872,63.22767117301742,35.26676002142876,7.070186351126962,6.509344478456018,7.168216178514621,128.90381264576916,40.075949608989234,236.52935308104136,114.21766541933316
31.808333817440808,19.37575610367734,89.83767697944127,86.22439511388828,4.785952222710101,3.1226723311463256,5.769304222792777,157.5453781216116,11.127922566982896,90.07144350660448,110.86381136055603
26.236744412527532,10.898878962659788,15.409873621653947,81.41103986849457,6.9525821608948695,2.4256020711531234,5.550070911066997,139.27585227541064,57.63648731866513,21.426807166462613,140.85340177401366
23.557882815786904,12.568822472136294,20.21514430746787,60.243478026298774,5.530245260460128,15.270757706586116,6.472315285191407,157.62469936062746,35.96265640604951,225.99318924876462,4.496350182647024
33.26297054533687,11.960823811565028,96.98593062695812,82.26517195552596,4.87754268077866,5.9569878323893715,6.927780353962982,92.98667683115343,18.541049141512865,167.1271606559727,9.093582699942914
17.81386583368769,15.751396977042365,43.71282367270625,38.321204903728095,2.887053429242612,7.391853558953612,5.669019985947934,122.35743314850195,24.62026273205874,24.27020318110077,23.063678873265765
30.44268543090577,9.258340899663214,27.423772527941637,79.7979326082337,0.848053022590255,10.052562434279155,7.045053347401518,93.98949406311945,44.606043492928904,234.24360239692274,78.14033782167817
16.179921539331023,16.266204151565923,26.993350232848947,66.3871484553272,1.239861774637917,18.056882394129424,7.673929810653398,37.78641705107235,63.954787487752675,106.94094184333113,134.79879088432006
28.164070219429522,9.031478504308911,68.64544841027754,60.99540261117328,5.666017393061536,11.823478288603065,5.161850390713926,45.18747712895104,79.00318641143174,181.53322547595482,4.804661332440208
26.420800600797417,6.068815047133591,63.64907056100194,69.59497240337902,7.803349006394885,9.302826569802576,5.0897264330763,141.1472514803586,37.48841789829107,137.07770553695613,133.4104787585003
30.494749175015826,13.456085490214765,86.492767595144,34.787375350220756,9.723930119867907,3.6203400775918015,7.0883731240685215,156.84504036550507,6.785361635184528,122.87649312936453,46.44440373368916
34.824524502323904,20.432887849219235,42.612696187328815,89.09848415636375,7.651963627307927,0.25428882432606326,6.544976697896741,36.09046602203985,70.3069964407795,284.23509769744675,68.77345599941147
33.63659919314995,16.273865293262773,14.90596442597556,68.45900586950586,2.8893523990897356,16.859736279577522,7.202583880171192,83.16241730281114,47.26115791756642,259.740800595778,8.88386601546976
32.616050011781425,14.033083073694241,51.233017705655584,41.3779865453098,3.788837667948643,13.69488060119675,5.575077001546348,38.20542056182421,58.83925585367399,80.00652704480875,0.6376811633697188
24.216064061401184,23.488103065565717,49.67699020289806,84.07703672835629,13.39899736759302,17.970156402949865,7.22685179092146,19.734598748916255,42.08145323848669,48.765152816820255,75.55941630399377
21.658933971760366,17.25224437077831,70.62175565669136,51.530863438704856,8.965197387886175,16.319212493335826,6.484853097072768,71.16120298751423,87.58578250772567,101.40897306542857,113.0173736565846
22.367228664566237,15.013051878346818,79.21213892261869,47.00568674816169,11.788431676875135,4.888091121234042,6.88950710209841,149.83207617075809,31.120310941813045,84.7345300337663,104.58269919177776
16.3386510503742,13.479070211524748,73.04699813792215,71.33339724274295,3.463413747565587,18.47316509625068,7.734781208692379,110.96331813893711,8.137253882013706,101.40863053967648,50.355834361343035
15.579616550522125,5.538254177524906,46.976185907081856,35.47879113712561,13.920121181348602,12.98089479031413,6.4994252801933765,99.91044880092761,96.02625408773521,166.52663958967108,21.91261060844209
21.793385637392042,11.182511335686447,11.076444026755095,63.757442480299304,7.501593709108886,7.1134359078794684,7.454621464657803,191.31724153973505,16.07827371285575,272.7416093598592,4.679671480501396
23.181846202258622,16.772880891307288,6.566391687049677,67.90730497375765,8.710075427207075,0.22725011760986735,7.565503386927259,183.56808310952664,16.64812790247907,95.22153611161328,1.2792151289142184
25.738026169179378,21.55908484148896,19.165403295052563,77.10515910887906,6.596886101437886,8.25547706380445,5.376276152409661,155.7851999263127,10.604102138785532,62.836023925450405,124.43120831250337
16.90713722217489,24.852129179003033,87.94214346959178,54.05564764824251,4.016299381203848,17.863074586154234,5.589215907011298,88.0664866438643,27.93943548169541,111.22593768225495,83.74535327428967
17.545970859265644,6.319499293018924,23.667131600311663,65.42078798121196,5.912996870400622,18.094463372234717,7.771870252859954,106.82560810714392,63.06261586100674,202.011380507781,43.99370971320203
29.274445799737826,9.004396841637439,28.383405697719066,69.71663407578433,8.32743276652779,15.80463689784509,6.752959221432837,78.60643064320803,59.39581102361012,96.9877443403238,58.01143261677996
28.404175696416374,21.246273436790368,8.938302619851923,70.32662847210767,0.5453978165420748,8.532889206854776,5.792893934953567,28.950203594274605,77.79354256260224,23.909434702679413,39.378357261072686
21.818027987864124,8.839027373237851,42.717906822949715,86.17383766784576,0.024386354375104946,10.640832002096115,6.682486882922502,12.84358015024436,5.118111786515023,23.075324318481993,107.59562220946333
30.980489370638615,13.227963552095972,85.23411209515587,50.331961549105486,6.7336569488021105,12.720713379571064,7.749520941815926,99.02360966073118,21.545892875191196,237.41759064707372,117.38152534439538
20.291669667141516,12.721431658103086,57.49204277604998,49.058587358339764,1.462293233052715,2.114386667557684,5.879385727145452,172.16459504523883,29.47064144720235,66.29071146022324,92.70657827289125
23.788505631606576,17.916333856277383,87.88624263370923,55.6716228783807,5.034385047405908,8.505201149472805,7.445280062526245,164.88437964544562,52.535527491577696,147.67760504621646,28.998669988956006
30.451220403478843,6.215088603377179,81.17316412358694,84.08446173070283,6.134781179751712,12.951905278369928,7.542817409452907,77.38179767456195,0.38468076094928527,190.70578569431837,137.05148300075248
21.057696517715534,20.384059162734314,18.141380976356192,86.09113479264495,1.018029821971047,15.829412045010862,5.3401926536144995,143.49850170545133,72.84911113795928,34.32920624450109,3.607061133796574
32.40340270553298,22.304348516328147,97.59144843262749,46.05331026905858,10.57212139167338,8.7768026336065,7.65752821755334,66.97645119407815,94.5154335785585,295.46862010321564,10.743665866334506
16.803313290889523,11.866823078203153,54.161617962420216,42.76895084319696,13.970349453955192,19.568725028460634,5.206379248242942,193.95553738803443,12.850438794445607,47.37783918182905,29.129545864418517
26.21956778767438,7.339348721323593,17.633502238481046,46.0553967372941,2.472175604313536,7.913613980674019,5.3873975496563435,109.59272916767003,25.048494634342322,148.77927809878238,86.97441995920246
24.754391775713525,10.555764726916097,78.62877526208894,40.52701299292011,11.576076578166873,17.682939899252805,5.556875160379379,97.28197157247527,56.54355591265009,4.892011184081002,121.44092127821152
21.300977109587556,12.613155803127151,78.76689176947963,30.580292598369837,12.3576750233801,16.969863156109586,7.461528678855183,51.16296656792441,98.60747029345805,213.66282510942426,51.07293766531138
17.22725086488976,20.036028370014105,95.259234247519,37.300759323686385,12.618081166151756,17.24453310536553,6.10275378888532,82.24947255690374,86.03905194234301,295.03019396322577,8.113848949467133
19.31838969856521,10.960873689952518,51.878110316423175,39.3623745142021,6.037328696638032,13.425775858320828,6.283034718699199,145.40193685857946,18.940175182390117,121.94848136451355,90.14963133417318
22.075772439184263,7.857235015642474,48.58370366458673,78.54836770784647,10.780199799619556,18.073851876273245,7.625407168474279,44.84030839761122,56.3856412408735,280.30982300981026,14.874663629944102
16.56293463531719,11.948533201300238,80.3019577524667,33.78033539563266,3.8536043150808954,12.099947446524995,7.232837003484062,179.33090352742568,68.72468725885611,206.6391547955888,22.4474526839498
33.94848296344222,15.811814691455016,91.13334537526879,76.53465625761977,9.981426600868277,13.994370041731694,7.28719882964804,146.9334555987173,35.38213914232391,278.97647642727827,69.28608509261501
29.10564187735107,8.006179802236042,41.53430945722183,80.68847609849514,14.983824418758653,9.452218512172529,5.009423407171292,128.96647510007062,4.374193436351614,135.11944809650902,6.119793536482909
22.00982141242688,19.725829646508693,51.4909779845107,38.399688705961616,2.1093691062918536,10.033622957438691,6.557928403340661,141.55663755319057,88.61355885328638,282.66473574710085,106.05746586079108
25.830822977729678,20.289940321599534,41.250606877112304,77.31919671930152,14.198172037664632,13.88176738522799,6.6482376153864795,24.22789526295528,91.47236773413562,292.2663853962672,54.23731533689938
21.614797443455714,17.22855021532684,7.393368493273799,62.09827279205774,13.101204044025405,3.858782195632855,7.348019900449065,126.94826102560476,29.215303104602697,137.80291714080914,108.24594453014294
27.314871346247603,5.234491611962957,36.49457280911131,89.31071589999796,0.06205860602489621,9.420022244987534,5.361629915018471,112.33249903274947,34.5167466896812,130.34887959971982,128.24414124858285
